GeneID	log2FoldChange	color	KO_number
CaT2T03g00277	-2.687	#56c9ea	K14484
CaT2T05g01148	-1.701	#76d3ee	K14489
CaT2T08g02928	-1.236	#76d3ee	K01897
CaT2T10g02502	-1.846	#76d3ee	K19748
CaT2T09g00028	-2.029	#56c9ea	K08679
CaT2T06g03191	-1.030	#76d3ee	K15746
CaT2T02g03012	-2.255	#56c9ea	K02641
CaT2T12g01883	-1.585	#76d3ee	K11851
CaT2T11g00912	-1.025	#76d3ee	K11804
CaT2T12g02507	-1.343	#76d3ee	K13093
CaT2T12g02500	-3.570	#36bee6	K13065, K15400
CaT2T09g03045	-2.519	#56c9ea	K20283
CaT2T06g00500	-1.741	#76d3ee	K09873
CaT2T06g00503	-3.192	#36bee6	K07408, K14985
CaT2T06g02909	-1.149	#76d3ee	K10875
CaT2T03g04773	-1.810	#76d3ee	K21354
CaT2T05g02925	-1.039	#76d3ee	K08272
CaT2T03g02666	-1.224	#76d3ee	K01537
CaT2T07g03138	-4.348	#1ab2df	K20417
CaT2T10g02699	-2.334	#56c9ea	K08081
CaT2T03g04899	-1.372	#76d3ee	K11844
CaT2T01g00786	-1.992	#76d3ee	K19530
CaT2T01g02128	-1.756	#76d3ee	K00512, K07418, K15472
CaT2T01g02122	-1.846	#76d3ee	K04079
CaT2T08g01535	-1.345	#76d3ee	K20715
CaT2T02g03636	-1.570	#76d3ee	K20556
CaT2T04g00625	-2.668	#56c9ea	K09756, K16296
CaT2T06g01923	-1.237	#76d3ee	K18798
CaT2T11g01704	-1.021	#76d3ee	K14638
CaT2T11g01708	-2.357	#56c9ea	K18810
CaT2T06g01559	-1.020	#76d3ee	K05607
CaT2T01g00032	-1.581	#76d3ee	K13679
CaT2T02g03286	-1.942	#76d3ee	K04733
CaT2T11g02202	-3.977	#36bee6	K22312
CaT2T11g02205	-3.664	#36bee6	K22312
CaT2T11g02206	-3.333	#36bee6	K22312
CaT2T01g00315	-1.031	#76d3ee	K09597
CaT2T01g00314	-1.663	#76d3ee	K09872
CaT2T08g01357	-2.910	#56c9ea	K07904
CaT2T03g01298	-1.915	#76d3ee	K01728
CaT2T11g01904	-3.140	#36bee6	K09338
CaT2T01g04745	-3.793	#36bee6	K15032
CaT2T10g00771	-1.063	#76d3ee	K09872
CaT2T03g00949	-1.044	#76d3ee	K09201, K20828
CaT2T03g02395	-1.156	#76d3ee	K07375
CaT2T06g03113	-1.063	#76d3ee	K09013
CaT2T02g03095	-2.270	#56c9ea	K07437
CaT2T02g03093	-1.451	#76d3ee	K08900
CaT2T10g01143	-1.856	#76d3ee	K08956
CaT2T08g00793	-1.799	#76d3ee	K00521
CaT2T11g01818	-2.333	#56c9ea	K04733
CaT2T04g01177	-1.256	#76d3ee	K17469
CaT2T11g03321	-1.737	#76d3ee	K09873
CaT2T08g02790	-2.320	#56c9ea	K03152
CaT2T03g00048	-1.040	#76d3ee	K14790
CaT2T09g00148	-1.836	#76d3ee	K13448
CaT2T03g01583	-2.870	#56c9ea	K01114
CaT2T03g02584	-1.370	#76d3ee	K21373
CaT2T07g02503	-2.027	#56c9ea	K03083, K14502
CaT2T01g04170	-1.831	#76d3ee	K03086
CaT2T06g00420	-1.024	#76d3ee	K15235
CaT2T06g00421	-1.442	#76d3ee	K05349
CaT2T07g00210	-2.448	#56c9ea	K03255
CaT2T05g01458	-1.793	#76d3ee	K20619
CaT2T03g04037	-1.314	#76d3ee	K14485
CaT2T05g00328	-1.029	#76d3ee	K04730, K04733, K13420
CaT2T05g03144	-1.122	#76d3ee	K00784
CaT2T02g02435	-2.896	#56c9ea	K01051
CaT2T01g02242	-2.374	#56c9ea	K09528
CaT2T01g02241	-2.891	#56c9ea	K09528
CaT2T10g02435	-1.500	#76d3ee	K02717
CaT2T02g02163	-1.737	#76d3ee	K02988
CaT2T03g02262	-1.203	#76d3ee	K03155
CaT2T12g03744	-1.409	#76d3ee	K15223
CaT2T05g01235	-1.544	#76d3ee	K09131
CaT2T07g00399	-1.104	#76d3ee	K02209, K11592
CaT2T05g00542	-2.582	#56c9ea	K01187
CaT2T03g04179	-2.160	#56c9ea	K13258
CaT2T11g01478	-1.323	#76d3ee	K06949
CaT2T03g02466	-1.110	#76d3ee	K16908
CaT2T09g00649	-2.638	#56c9ea	K08912, K08913
CaT2T01g03328	-1.921	#76d3ee	K03086
CaT2T07g02393	-1.728	#76d3ee	K00793
CaT2T07g02390	-1.510	#76d3ee	K00793
CaT2T12g02315	-2.395	#56c9ea	K15399, K21995
CaT2T12g01831	-1.034	#76d3ee	K01802
CaT2T04g03002	-4.154	#1ab2df	K08912
CaT2T04g03001	-4.273	#1ab2df	K08912
CaT2T06g01179	-1.285	#76d3ee	K09377
CaT2T06g01175	-2.110	#56c9ea	K14611
CaT2T10g00038	-1.976	#76d3ee	K08286
CaT2T02g02715	-1.103	#76d3ee	K05933
CaT2T05g00594	-1.028	#76d3ee	K05349
CaT2T08g00139	-1.821	#76d3ee	K16055
CaT2T02g00081	-1.612	#76d3ee	K05298
CaT2T01g00197	-2.463	#56c9ea	K01179
CaT2T03g01020	-1.039	#76d3ee	K04392
CaT2T07g02859	-2.277	#56c9ea	K05356
CaT2T07g02856	-1.349	#76d3ee	K17725
CaT2T07g02857	-2.867	#56c9ea	K10717, K15638, K20660
CaT2T07g02851	-1.885	#76d3ee	K02926
CaT2T07g02852	-1.627	#76d3ee	K11000
CaT2T01g00738	-1.018	#76d3ee	K02884
CaT2T10g00375	-2.469	#56c9ea	K14487, K14506
CaT2T03g00365	-1.008	#76d3ee	K18729
CaT2T01g02773	-1.162	#76d3ee	K15601
CaT2T01g02772	-1.059	#76d3ee	K02535
CaT2T11g00062	-2.316	#56c9ea	K12125
CaT2T01g01453	-1.084	#76d3ee	K01669
CaT2T06g03261	-2.207	#56c9ea	K17871
CaT2T06g00104	-3.206	#36bee6	K14484
CaT2T06g00106	-2.958	#56c9ea	K02721
CaT2T05g01384	-2.377	#56c9ea	K12259
CaT2T02g02938	-2.499	#56c9ea	K00430
CaT2T10g00175	-1.093	#76d3ee	K10635, K19041
CaT2T03g00838	-1.201	#76d3ee	K01956
CaT2T08g00301	-2.583	#56c9ea	K00962
CaT2T12g02472	-1.710	#76d3ee	K15015
CaT2T06g00745	-1.376	#76d3ee	K01379, K01381
CaT2T12g00406	-1.679	#76d3ee	K00951
CaT2T07g00318	-1.273	#76d3ee	K16297
CaT2T04g02592	-1.237	#76d3ee	K19032
CaT2T04g02044	-2.061	#56c9ea	K02295
CaT2T04g02045	-1.503	#76d3ee	K19996
CaT2T05g01718	-1.975	#76d3ee	K11662, K12735
CaT2T04g00355	-2.170	#56c9ea	K08237
CaT2T10g02946	-2.376	#56c9ea	K20891
CaT2T10g02947	-2.326	#56c9ea	K06443
CaT2T03g00280	-1.597	#76d3ee	K09873
CaT2T10g01959	-1.699	#76d3ee	K10268
CaT2T11g00975	-2.242	#56c9ea	K15397
CaT2T01g04048	-2.561	#56c9ea	K03676
CaT2T01g04046	-3.365	#36bee6	K03676
CaT2T01g05457	-1.126	#76d3ee	K03363
CaT2T08g02975	-2.404	#56c9ea	K15032
CaT2T01g01629	-1.998	#76d3ee	K14484
CaT2T03g02343	-1.127	#76d3ee	K20717
CaT2T02g00796	-2.113	#56c9ea	K01052
CaT2T02g00797	-1.134	#76d3ee	K01052
CaT2T02g00792	-1.519	#76d3ee	K12177, K19199
CaT2T02g00793	-2.082	#56c9ea	K01537
CaT2T02g02335	-3.052	#36bee6	K14485
CaT2T12g02530	-1.184	#76d3ee	K01653
CaT2T09g03030	-1.247	#76d3ee	K10144
CaT2T07g02430	-1.154	#76d3ee	K10695
CaT2T05g03228	-4.877	#1ab2df	K15502
CaT2T05g03227	-4.073	#1ab2df	K15502
CaT2T09g02636	-2.640	#56c9ea	K11294
CaT2T04g00570	-2.357	#56c9ea	K00430
CaT2T07g01859	-1.483	#76d3ee	K13415
CaT2T07g01854	-1.824	#76d3ee	K13429
CaT2T07g01852	-1.119	#76d3ee	K11592
CaT2T05g02953	-1.719	#76d3ee	K08237
CaT2T03g02638	-1.194	#76d3ee	K06674
CaT2T08g02724	-1.911	#76d3ee	K10352
CaT2T01g03930	-1.326	#76d3ee	K07305
CaT2T03g05114	-1.497	#76d3ee	K15535
CaT2T03g05112	-1.764	#76d3ee	K20556
CaT2T03g00097	-3.555	#36bee6	K11517
CaT2T01g03202	-1.421	#76d3ee	K14662
CaT2T05g00766	-1.392	#76d3ee	K10523
CaT2T06g01915	-1.695	#76d3ee	K02109
CaT2T12g02186	-1.435	#76d3ee	K10743
CaT2T09g00242	-1.260	#76d3ee	K08596, K13459
CaT2T11g01083	-1.208	#76d3ee	K03217
CaT2T06g01582	-1.150	#76d3ee	K19367
CaT2T06g01583	-1.867	#76d3ee	K09873
CaT2T12g00935	-1.701	#76d3ee	K09377
CaT2T04g01986	-2.646	#56c9ea	K15378
CaT2T06g01630	-1.767	#76d3ee	K14790
CaT2T10g02433	-1.375	#76d3ee	K09422
CaT2T01g05227	-1.451	#76d3ee	K13459
CaT2T08g01386	-1.620	#76d3ee	K19784
CaT2T08g01387	-3.288	#36bee6	K19784
CaT2T07g03301	-1.212	#76d3ee	K10523
CaT2T12g00487	-1.098	#76d3ee	K02518
CaT2T08g00808	-2.069	#56c9ea	K00521
CaT2T10g03399	-4.820	#1ab2df	K02723
CaT2T07g00530	-1.859	#76d3ee	K05016
CaT2T09g01537	-1.101	#76d3ee	K22390
CaT2T01g05025	-1.587	#76d3ee	K16040
CaT2T08g01993	-1.761	#76d3ee	K21842
CaT2T01g01007	-1.601	#76d3ee	K00855
CaT2T10g01806	-1.153	#76d3ee	K08899, K14769
CaT2T02g00711	-1.067	#76d3ee	K07007
CaT2T06g00597	-1.182	#76d3ee	K13648
CaT2T02g03064	-1.624	#76d3ee	K00128
CaT2T02g03063	-3.071	#36bee6	K09264
CaT2T08g00220	-1.450	#76d3ee	K16241
CaT2T03g00566	-1.657	#76d3ee	K01880
CaT2T09g00691	-2.090	#56c9ea	K10143
CaT2T02g02827	-1.310	#76d3ee	K00512, K07418, K15472
CaT2T02g02820	-3.423	#36bee6	K15032
CaT2T06g02997	-2.258	#56c9ea	K00006
CaT2T03g00367	-3.274	#36bee6	K06891
CaT2T07g00183	-1.999	#76d3ee	K13754
CaT2T05g00256	-3.785	#36bee6	K08332
CaT2T04g01124	-1.012	#76d3ee	K14684
CaT2T06g00613	-1.148	#76d3ee	K11252
CaT2T05g00213	-5.342	#1698bf	K03403
CaT2T01g00221	-3.894	#36bee6	K15032
CaT2T10g00081	-2.867	#56c9ea	K08908
CaT2T03g01944	-1.009	#76d3ee	K09756, K16296
CaT2T10g00557	-3.974	#36bee6	K01246
CaT2T10g00555	-2.982	#56c9ea	K01931
CaT2T04g00241	-1.029	#76d3ee	K01373
CaT2T01g02150	-1.283	#76d3ee	K01114
CaT2T04g00244	-2.109	#56c9ea	K22390
CaT2T02g00690	-2.109	#56c9ea	K09422
CaT2T12g02671	-1.832	#76d3ee	K03437
CaT2T03g02577	-1.776	#76d3ee	K02133, K13800
CaT2T04g02138	-1.264	#76d3ee	K19984
CaT2T04g00195	-1.098	#76d3ee	K03979
CaT2T09g00402	-1.840	#76d3ee	K14484
CaT2T07g03028	-3.673	#36bee6	K08914
CaT2T08g02573	-2.745	#56c9ea	K04454, K09260
CaT2T08g02575	-2.871	#56c9ea	K04454, K09260
CaT2T03g05011	-3.058	#36bee6	K08235
CaT2T01g05409	-3.322	#36bee6	K17756
CaT2T09g03173	-1.139	#76d3ee	K00621
CaT2T08g00559	-1.296	#76d3ee	K15397
CaT2T02g02413	-2.581	#56c9ea	K08901
CaT2T04g00032	-1.490	#76d3ee	K07760
CaT2T01g01717	-1.261	#76d3ee	K00454
CaT2T06g02652	-2.837	#56c9ea	K01620
CaT2T07g02987	-2.790	#56c9ea	K15377
CaT2T07g02983	-1.042	#76d3ee	K03671
CaT2T07g02981	-1.581	#76d3ee	K00979
CaT2T03g04407	-1.274	#76d3ee	K01303
CaT2T08g02351	-5.205	#1698bf	K08917
CaT2T08g02355	-4.967	#1ab2df	K08917
CaT2T09g02131	-1.073	#76d3ee	K03841
CaT2T03g02922	-1.050	#76d3ee	K02115
CaT2T09g00616	-1.219	#76d3ee	K16911
CaT2T10g00245	-1.072	#76d3ee	K02433
CaT2T01g00641	-1.077	#76d3ee	K09531
CaT2T02g00882	-1.765	#76d3ee	K02437
CaT2T09g02616	-1.901	#76d3ee	K09872
CaT2T12g00875	-1.417	#76d3ee	K00699, K18822
CaT2T10g03294	-1.287	#76d3ee	K00924
CaT2T02g00924	-1.884	#76d3ee	K19986
CaT2T04g02415	-1.072	#76d3ee	K03231
CaT2T07g00679	-1.357	#76d3ee	K22390
CaT2T01g01692	-1.447	#76d3ee	K10277
CaT2T06g01821	-1.544	#76d3ee	K15692
CaT2T03g02001	-3.162	#36bee6	K07213
CaT2T08g01787	-1.107	#76d3ee	K05657, K05674, K06839
CaT2T12g02343	-1.998	#76d3ee	K11253
CaT2T11g01645	-1.692	#76d3ee	K07466
CaT2T02g01068	-1.205	#76d3ee	K22395
CaT2T12g01866	-1.122	#76d3ee	K10761
CaT2T04g00839	-1.704	#76d3ee	K07374
CaT2T04g00838	-1.398	#76d3ee	K00854
CaT2T02g00580	-1.809	#76d3ee	K00454, K15718
CaT2T02g00586	-3.941	#36bee6	K20412
CaT2T06g01129	-1.862	#76d3ee	K02358
CaT2T06g03756	-1.067	#76d3ee	K01051
CaT2T11g00252	-3.021	#36bee6	K13680
CaT2T05g00768	-3.018	#36bee6	K10523
CaT2T03g04429	-1.096	#76d3ee	K14484
CaT2T08g02251	-1.484	#76d3ee	K14153
CaT2T08g02250	-1.278	#76d3ee	K14498
CaT2T01g04948	-1.499	#76d3ee	K17545
CaT2T03g02067	-2.701	#56c9ea	K09338
CaT2T02g03494	-2.878	#56c9ea	K00512, K13260, K20623
CaT2T02g03498	-1.126	#76d3ee	K00512, K13260, K20623
CaT2T09g00133	-1.026	#76d3ee	K01507
CaT2T05g00413	-2.155	#56c9ea	K17943
CaT2T10g01018	-1.100	#76d3ee	K13339
CaT2T08g01727	-1.096	#76d3ee	K01262
CaT2T02g00578	-1.772	#76d3ee	K02716
CaT2T06g00456	-1.176	#76d3ee	K05909
CaT2T04g02208	-1.721	#76d3ee	K13600
CaT2T06g03230	-4.170	#1ab2df	K14638
CaT2T04g00111	-1.841	#76d3ee	K02638
CaT2T11g01053	-4.257	#1ab2df	K09422
CaT2T11g01059	-1.194	#76d3ee	K14652
CaT2T09g01222	-1.343	#76d3ee	K18327
CaT2T06g00153	-2.754	#56c9ea	K02693
CaT2T05g03198	-1.385	#76d3ee	K08070
CaT2T07g00435	-1.393	#76d3ee	K16271
CaT2T01g00301	-3.253	#36bee6	K19202
CaT2T10g00611	-1.282	#76d3ee	K00228
CaT2T01g02213	-1.634	#76d3ee	K21777
CaT2T08g01605	-1.052	#76d3ee	K14493
CaT2T03g00807	-5.435	#1698bf	K10960
CaT2T10g02440	-2.935	#56c9ea	K13496
CaT2T02g02131	-1.355	#76d3ee	K00688
CaT2T02g00404	-1.601	#76d3ee	K15397
CaT2T03g02231	-2.754	#56c9ea	K08955
CaT2T03g01761	-1.349	#76d3ee	K08819, K17592
CaT2T08g00357	-1.963	#76d3ee	K11699
CaT2T11g03281	-4.348	#1ab2df	K14638
CaT2T11g03285	-3.431	#36bee6	K01187, K15925
CaT2T01g00544	-1.196	#76d3ee	K15033
CaT2T05g00530	-2.267	#56c9ea	K03327
CaT2T04g02074	-1.727	#76d3ee	K00859
CaT2T11g00537	-1.010	#76d3ee	K08857
CaT2T11g01480	-1.078	#76d3ee	K03004
CaT2T05g02825	-1.659	#76d3ee	K00660
CaT2T09g01581	-2.771	#56c9ea	K08915
CaT2T03g02430	-1.287	#76d3ee	K19045
CaT2T10g02933	-1.131	#76d3ee	K21407
CaT2T10g02934	-2.126	#56c9ea	K14492
CaT2T01g00537	-1.622	#76d3ee	K01669
CaT2T11g00944	-1.804	#76d3ee	K03018
CaT2T11g00942	-3.352	#36bee6	K20715
CaT2T12g00697	-1.083	#76d3ee	K16290
CaT2T01g01611	-2.509	#56c9ea	K15404
CaT2T01g01617	-1.302	#76d3ee	K09338
CaT2T12g03612	-2.794	#56c9ea	K08237
CaT2T09g00554	-1.883	#76d3ee	K15813, K20658, K21928
CaT2T07g00950	-2.003	#56c9ea	K03564
CaT2T05g03257	-2.153	#56c9ea	K01054
CaT2T05g03254	-3.646	#36bee6	K15502
CaT2T02g04051	-1.425	#76d3ee	K01673
CaT2T02g04059	-1.288	#76d3ee	K02935
CaT2T11g01566	-1.225	#76d3ee	K09667
CaT2T10g01882	-1.870	#76d3ee	K10352
CaT2T07g03153	-1.789	#76d3ee	K02335
CaT2T07g02683	-3.213	#36bee6	K10717, K20660
CaT2T08g00511	-1.225	#76d3ee	K01179
CaT2T12g00065	-3.511	#36bee6	K09955
CaT2T12g00066	-2.847	#56c9ea	K09955
CaT2T12g00061	-1.245	#76d3ee	K02933
CaT2T12g03800	-2.274	#56c9ea	K15445
CaT2T10g00120	-2.042	#56c9ea	K08901
CaT2T11g01982	-2.161	#56c9ea	K00465
CaT2T03g02109	-2.638	#56c9ea	K04457, K14803
CaT2T02g00482	-2.846	#56c9ea	K07955
CaT2T02g00483	-1.324	#76d3ee	K00860
CaT2T04g00524	-1.298	#76d3ee	K10395
CaT2T03g02815	-1.249	#76d3ee	K15710
CaT2T03g02813	-1.104	#76d3ee	K15710
CaT2T01g00326	-2.040	#56c9ea	K15111, K15113
CaT2T03g02722	-1.002	#76d3ee	K01724
CaT2T12g00456	-1.138	#76d3ee	K01251
CaT2T01g04372	-1.132	#76d3ee	K10742
CaT2T11g01267	-1.583	#76d3ee	K14489
CaT2T05g01949	-2.027	#56c9ea	K01100
CaT2T06g01468	-1.941	#76d3ee	K07198
CaT2T08g01376	-1.251	#76d3ee	K16251
CaT2T03g00259	-3.695	#36bee6	K15919
CaT2T10g00717	-2.239	#56c9ea	K00615
CaT2T09g03181	-1.208	#76d3ee	K01674
CaT2T01g00924	-2.799	#56c9ea	K19041
CaT2T02g03031	-4.471	#1ab2df	K01179
CaT2T01g00079	-1.521	#76d3ee	K01177
CaT2T08g00258	-1.140	#76d3ee	K15437
CaT2T12g02568	-1.330	#76d3ee	K07904
CaT2T07g02442	-1.797	#76d3ee	K00815
CaT2T02g02815	-1.110	#76d3ee	K12825
CaT2T06g00526	-1.812	#76d3ee	K17815
CaT2T11g01305	-2.995	#56c9ea	K04730
CaT2T07g02011	-1.146	#76d3ee	K01637
CaT2T08g01724	-1.905	#76d3ee	K18577
CaT2T05g00226	-1.053	#76d3ee	K13648
CaT2T11g02034	-1.430	#76d3ee	K08237
CaT2T11g02032	-1.321	#76d3ee	K00592
CaT2T08g02082	-3.010	#36bee6	K14638
CaT2T11g03346	-1.575	#76d3ee	K14803
CaT2T03g04212	-2.127	#56c9ea	K18787
CaT2T01g04221	-2.098	#56c9ea	K07943
CaT2T12g00798	-2.075	#56c9ea	K11838
CaT2T12g00790	-1.068	#76d3ee	K08145
CaT2T10g00502	-2.043	#56c9ea	K05747
CaT2T01g02109	-1.834	#76d3ee	K08064
CaT2T03g02525	-1.665	#76d3ee	K16732
CaT2T12g02686	-1.054	#76d3ee	K00083
CaT2T12g02680	-1.489	#76d3ee	K00083
CaT2T06g03459	-1.935	#76d3ee	K17265
CaT2T05g00404	-2.241	#56c9ea	K14431
CaT2T03g04052	-1.573	#76d3ee	K02835
CaT2T03g03059	-1.821	#76d3ee	K06911
CaT2T09g00987	-1.304	#76d3ee	K02871
CaT2T10g02802	-1.161	#76d3ee	K00860
CaT2T03g00764	-1.349	#76d3ee	K10436
CaT2T01g00408	-1.909	#76d3ee	K01784
CaT2T07g02016	-1.619	#76d3ee	K00430
CaT2T12g01587	-1.894	#76d3ee	K09839
CaT2T12g00230	-2.203	#56c9ea	K01102, K17500
CaT2T07g02975	-1.020	#76d3ee	K10143
CaT2T04g00986	-1.394	#76d3ee	K01810
CaT2T06g01725	-2.426	#56c9ea	K03691
CaT2T01g04728	-3.586	#36bee6	K00924
CaT2T04g00610	-1.847	#76d3ee	K09377
CaT2T05g00612	-1.047	#76d3ee	K02540
CaT2T07g02978	-1.054	#76d3ee	K02435
CaT2T11g02456	-3.262	#36bee6	K19032
CaT2T02g01811	-1.936	#76d3ee	K03797
CaT2T12g00880	-1.100	#76d3ee	K14505
CaT2T07g00685	-1.417	#76d3ee	K01866
CaT2T06g01879	-1.840	#76d3ee	K06627
CaT2T11g01692	-1.309	#76d3ee	K04733
CaT2T11g01691	-1.191	#76d3ee	K02952
CaT2T11g01340	-1.927	#76d3ee	K15920
CaT2T06g00398	-1.379	#76d3ee	K06215
CaT2T03g01919	-2.573	#56c9ea	K09753
CaT2T10g00050	-3.225	#36bee6	K12616
CaT2T10g00582	-1.693	#76d3ee	K12643, K13066
CaT2T03g04294	-2.101	#56c9ea	K20279
CaT2T12g00710	-2.587	#56c9ea	K03781
CaT2T01g02183	-2.412	#56c9ea	K08101
CaT2T02g00645	-1.285	#76d3ee	K07735
CaT2T09g02986	-2.146	#56c9ea	K05658
CaT2T02g03177	-1.338	#76d3ee	K13789
CaT2T09g00161	-1.126	#76d3ee	K21480
CaT2T09g00162	-2.804	#56c9ea	K13459, K13460, K20599
CaT2T06g03728	-2.923	#56c9ea	K14493
CaT2T06g03722	-1.671	#76d3ee	K17710, K17964
CaT2T09g00293	-1.515	#76d3ee	K06444
CaT2T08g00440	-2.053	#56c9ea	K09419
CaT2T01g03446	-1.453	#76d3ee	K00898
CaT2T09g02478	-1.295	#76d3ee	K10737
CaT2T07g00498	-2.476	#56c9ea	K07964
CaT2T04g00128	-1.330	#76d3ee	K17609
CaT2T09g01215	-1.855	#76d3ee	K08903
CaT2T04g01298	-1.200	#76d3ee	K02945
CaT2T01g05064	-1.130	#76d3ee	K14794
CaT2T10g02885	-4.219	#1ab2df	K08857
CaT2T05g00467	-2.093	#56c9ea	K17964
CaT2T09g03109	-1.846	#76d3ee	K00700
CaT2T03g01279	-1.156	#76d3ee	K11294
CaT2T03g01270	-3.646	#36bee6	K07408, K07418
CaT2T09g02273	-1.052	#76d3ee	K00058
CaT2T03g01893	-1.512	#76d3ee	K18633
CaT2T06g02359	-2.052	#56c9ea	K02183
CaT2T12g03761	-1.049	#76d3ee	K08150
CaT2T12g03760	-2.404	#56c9ea	K08332
CaT2T06g03557	-1.010	#76d3ee	K10949
CaT2T09g00677	-1.279	#76d3ee	K07579
CaT2T05g02056	-1.605	#76d3ee	K00382
CaT2T02g04126	-1.510	#76d3ee	K01728
CaT2T07g01936	-1.629	#76d3ee	K10528
CaT2T03g04155	-1.175	#76d3ee	K10406
CaT2T04g02020	-1.007	#76d3ee	K00688
CaT2T11g01459	-2.758	#56c9ea	K01728
CaT2T11g01454	-1.122	#76d3ee	K20456, K20463
CaT2T03g03319	-2.027	#56c9ea	K08145
CaT2T03g03317	-3.270	#36bee6	K08145
CaT2T03g02442	-1.676	#76d3ee	K09338
CaT2T02g00141	-2.325	#56c9ea	K05907
CaT2T02g00145	-1.651	#76d3ee	K00083
CaT2T01g02925	-1.476	#76d3ee	K19039
CaT2T10g00290	-1.156	#76d3ee	K14298
CaT2T10g03248	-2.099	#56c9ea	K03671
CaT2T02g01817	-1.151	#76d3ee	K12123
CaT2T07g03320	-3.710	#36bee6	K08905
CaT2T06g00316	-1.563	#76d3ee	K02879
CaT2T06g00312	-1.383	#76d3ee	K11518
CaT2T04g03063	-4.998	#1ab2df	K02639
CaT2T03g01997	-2.817	#56c9ea	K04733
CaT2T02g00289	-1.505	#76d3ee	K12897
CaT2T04g00088	-1.268	#76d3ee	K14500
CaT2T11g01553	-2.275	#56c9ea	K17964
CaT2T04g01356	-1.139	#76d3ee	K10999
CaT2T02g02731	-2.913	#56c9ea	K02291
CaT2T03g03291	-1.825	#76d3ee	K14485
CaT2T02g03462	-4.578	#1ab2df	K01455
CaT2T10g02021	-4.337	#1ab2df	K07408, K13227, K13493
CaT2T10g00313	-1.179	#76d3ee	K13459, K13460, K20599
CaT2T08g01799	-1.941	#76d3ee	K08235
CaT2T02g01009	-1.247	#76d3ee	K12191, K12192
CaT2T02g01000	-1.132	#76d3ee	K01807
CaT2T03g00380	-1.558	#76d3ee	K18729
CaT2T03g01024	-1.071	#76d3ee	K14611
CaT2T01g01431	-2.639	#56c9ea	K08869
CaT2T06g00293	-1.280	#76d3ee	K01148
CaT2T06g00292	-1.993	#76d3ee	K01148, K13448
CaT2T06g00295	-2.384	#56c9ea	K02699
CaT2T06g00294	-2.312	#56c9ea	K01824, K03542
CaT2T06g00298	-1.640	#76d3ee	K02184
CaT2T04g01219	-3.461	#36bee6	K14431
CaT2T10g02632	-4.512	#1ab2df	K00924
CaT2T10g00157	-7.500	#0f657f	K00218
CaT2T10g00154	-3.128	#36bee6	K01661
CaT2T02g03792	-3.150	#36bee6	K16297
CaT2T02g03796	-2.368	#56c9ea	K01883
CaT2T03g00854	-1.805	#76d3ee	K07964
CaT2T02g02678	-1.105	#76d3ee	K00605
CaT2T06g01257	-6.292	#137f9f	K08910
CaT2T12g02589	-1.934	#76d3ee	K09338
CaT2T08g00099	-1.702	#76d3ee	K05917
CaT2T03g02829	-1.065	#76d3ee	K11450
CaT2T03g00170	-1.227	#76d3ee	K17086
CaT2T03g02824	-2.708	#56c9ea	K15502, K15503
CaT2T03g00173	-1.041	#76d3ee	K11145
CaT2T03g01734	-2.797	#56c9ea	K15382
CaT2T01g02587	-1.400	#76d3ee	K15262
CaT2T12g00468	-1.118	#76d3ee	K08235
CaT2T07g00330	-1.736	#76d3ee	K00655
CaT2T11g00694	-1.405	#76d3ee	K06892
CaT2T06g02013	-2.189	#56c9ea	K02437
CaT2T07g00592	-2.624	#56c9ea	K14484
CaT2T09g01558	-1.200	#76d3ee	K16189
CaT2T09g01559	-1.714	#76d3ee	K16189
CaT2T09g01085	-2.579	#56c9ea	K10143
CaT2T10g02961	-1.439	#76d3ee	K14674
CaT2T11g03496	-1.620	#76d3ee	K17471
CaT2T03g01130	-1.209	#76d3ee	K01785
CaT2T03g00267	-1.529	#76d3ee	K02695
CaT2T11g00918	-1.284	#76d3ee	K14638
CaT2T12g00660	-1.594	#76d3ee	K14497
CaT2T08g02911	-2.416	#56c9ea	K21554
CaT2T08g00380	-1.829	#76d3ee	K10277
CaT2T10g02511	-1.245	#76d3ee	K03544
CaT2T02g03002	-1.119	#76d3ee	K01191
CaT2T10g00801	-1.664	#76d3ee	K03062
CaT2T12g01276	-1.179	#76d3ee	K00083
CaT2T12g01275	-1.928	#76d3ee	K08900
CaT2T06g02980	-2.247	#56c9ea	K19040
CaT2T04g00555	-1.802	#76d3ee	K00512, K13260
CaT2T07g01872	-2.608	#56c9ea	K14638
CaT2T07g01870	-1.544	#76d3ee	K13186
CaT2T11g01885	-1.150	#76d3ee	K17469
CaT2T11g00429	-1.400	#76d3ee	K20642
CaT2T05g02931	-1.046	#76d3ee	K11314
CaT2T11g02397	-2.391	#56c9ea	K17808
CaT2T04g01183	-1.857	#76d3ee	K01379
CaT2T01g00799	-1.171	#76d3ee	K01528
CaT2T10g00391	-1.083	#76d3ee	K17871
CaT2T10g02868	-3.723	#36bee6	K08857
CaT2T10g00534	-1.575	#76d3ee	K20115
CaT2T05g00216	-1.524	#76d3ee	K21286
CaT2T02g03621	-1.145	#76d3ee	K02897
CaT2T08g00375	-1.219	#76d3ee	K02906
CaT2T10g02702	-1.226	#76d3ee	K17866
CaT2T10g02707	-3.407	#36bee6	K09422
CaT2T09g00262	-1.153	#76d3ee	K08596, K13459
CaT2T07g03240	-1.007	#76d3ee	K14709
